Customer_ID,Credit_Score,Income,Total_Debt,Account_Age,Default_History,Missed_Payments,Utilization_Ratio,Existing_Credit_Lines,Risk_Score,Profitability_Score,Risk_Segment,Segment_Label,Credit_Line_Decrease_%
10022,576,54474,35033,10,0,2,0.8362854055412919,6,47.03899777152711,23.735068917409183,0,Low Risk - High Profit,0
10023,460,63066,46213,27,0,4,0.26386085105022217,9,40.84043003781909,50.45376678685227,0,Low Risk - High Profit,0
10024,759,30400,62993,21,0,4,0.1506024242417739,4,78.28206916222335,47.29581182809037,2,High Risk - Low Profit,20
10025,613,145211,13938,9,0,3,0.9531044404162076,7,47.05555825049939,100.0,3,Very High Risk - Negative Profit,50
10026,321,30345,77695,15,0,9,0.10340036668312935,9,17.696698548690357,48.73563840051114,0,Low Risk - High Profit,0
10027,552,53896,3274,28,0,2,0.9791463896882666,3,41.358248676822896,100.0,3,Very High Risk - Negative Profit,50
10028,774,48899,85390,12,1,8,0.7559680328863893,3,59.939462871683986,17.92814713188384,2,High Risk - Low Profit,20
10029,358,48229,32815,21,1,0,0.3956490277280449,6,34.20466650426263,44.91479072848424,0,Low Risk - High Profit,0
10030,810,25583,77018,28,0,5,0.7280378587776792,8,70.73336047150522,16.91979809438099,2,High Risk - Low Profit,20
10031,775,155969,19961,27,1,6,0.8360876414666146,1,62.454717758903,86.33248481710562,1,Medium Risk - Medium Profit,10
10032,489,91537,21044,26,1,9,0.3208258503877923,4,33.11289475695004,77.45661662335891,3,Very High Risk - Negative Profit,50
10033,543,155639,22975,9,0,3,0.7938061149516237,8,42.006230642144,78.05245812619467,3,Very High Risk - Negative Profit,50
10034,804,94807,15706,14,0,9,0.8239326625074161,6,60.109582043969326,69.16692220380276,1,Medium Risk - Medium Profit,5
10035,430,149648,6974,13,0,2,0.3244191671128109,2,40.099851951861424,100.0,3,Very High Risk - Negative Profit,50
10036,784,132652,77464,28,0,7,0.13773371894018518,8,75.48061973884336,60.237655682650974,2,High Risk - Low Profit,20
10037,320,164401,22213,26,0,8,0.28371005610228794,1,15.972857701483655,100.0,3,Very High Risk - Negative Profit,50
10038,466,91792,2950,6,0,0,0.280581768000455,1,49.21189405175561,100.0,1,Medium Risk - Medium Profit,5
10039,573,151300,86013,19,0,9,0.15871640875793488,7,46.23743653072365,59.65454380936821,2,High Risk - Low Profit,20
10040,687,57052,11411,4,0,8,0.7534066461896762,3,49.75539648797118,62.32703864836388,2,High Risk - Low Profit,30
10041,615,66032,88231,20,0,6,0.44197743201256734,8,51.51339253621923,35.38511928692816,2,High Risk - Low Profit,20
10042,313,53686,47156,17,0,0,0.8959475507084725,9,18.90457839759525,16.587387923902863,0,Low Risk - High Profit,0
10043,541,96981,63744,19,0,6,0.3269539950986674,8,45.10797892155607,48.86643804627145,0,Low Risk - High Profit,0
10044,645,118802,18771,3,1,4,0.5079089485899346,1,57.72417396937777,87.89473423370715,1,Medium Risk - Medium Profit,10
10045,639,153881,70810,29,0,9,0.6751156860340866,1,43.67415686755356,37.975750792208956,0,Low Risk - High Profit,0
10046,391,192857,36053,14,0,6,0.8897184547046002,6,16.205630905907995,59.00671310644751,0,Low Risk - High Profit,0
10047,666,187619,53076,17,1,8,0.5721589914574373,1,50.90976134732185,56.74117244084431,2,High Risk - Low Profit,20
10048,754,62818,8045,13,1,7,0.43617216503114453,8,65.98243905231828,100.0,1,Medium Risk - Medium Profit,10
10049,727,120422,58623,9,0,5,0.880313570624808,6,57.92314035220973,26.52608835206479,2,High Risk - Low Profit,20
10050,808,91927,30714,27,0,1,0.3792217822188495,5,85.47438788503477,60.96891023788868,2,High Risk - Low Profit,20
10051,334,99465,35386,1,1,7,0.1714813296693188,6,21.86449105367245,69.53450752885531,3,Very High Risk - Negative Profit,50
10052,505,133221,9562,25,0,3,0.500537896759216,4,43.40100677069803,100.0,3,Very High Risk - Negative Profit,50
10053,380,57333,56048,17,0,7,0.8065839758481927,1,14.574202835977324,19.900068978072806,0,Low Risk - High Profit,0
10054,687,146457,94295,16,0,6,0.1277027485781708,7,66.2694744402013,59.14665110706898,2,High Risk - Low Profit,20
10055,301,36576,13026,18,0,3,0.6272940204906329,9,16.865884296069698,46.71452513852685,0,Low Risk - High Profit,0
10056,689,139875,32589,2,0,7,0.6350176436745125,4,54.35847065592152,61.17004205451427,2,High Risk - Low Profit,30
10057,405,59405,98274,14,0,1,0.9356875870846434,4,26.93330708183654,9.260454477707103,0,Low Risk - High Profit,0
10058,776,114000,27844,22,1,8,0.35781833543051966,9,68.13775093844843,73.05147656276506,1,Medium Risk - Medium Profit,10
10059,701,51601,24447,23,0,5,0.3509529518896266,4,65.45152919750159,53.55964573394342,2,High Risk - Low Profit,20
10060,461,87946,91415,27,0,6,0.4964352862057103,4,32.30658839353285,34.79875748591861,0,Low Risk - High Profit,0
10061,501,72116,78502,17,0,9,0.4212234113243637,8,32.516708244100954,38.12534697473619,0,Low Risk - High Profit,0
10062,569,124186,84268,3,1,0,0.762711276420394,4,51.68695094218035,26.601465656361984,2,High Risk - Low Profit,30
10063,570,82894,55708,2,0,2,0.6775768694183946,9,49.50728614104386,31.001245564766347,2,High Risk - Low Profit,30
10064,755,185707,64925,8,0,9,0.7830289341156397,8,55.1629507294519,39.451864807502574,2,High Risk - Low Profit,20
10065,761,27465,71825,25,1,4,0.8380376120788202,5,64.76865952312949,11.921996876045066,2,High Risk - Low Profit,20
10066,551,76754,52574,29,0,6,0.930683019460733,9,34.20986902255004,18.065080586289255,0,Low Risk - High Profit,0
10067,595,112850,86548,2,0,0,0.48784305860618293,8,60.243138827876344,38.646854325779955,2,High Risk - Low Profit,30
10068,637,129765,19812,2,1,8,0.9862276505243945,4,39.21662346010034,66.18680039322302,3,Very High Risk - Negative Profit,50
10069,352,112691,56309,26,1,4,0.29409473206328746,4,27.529870064616606,55.30822757662927,0,Low Risk - High Profit,0
10070,516,58871,65230,9,0,2,0.7429286457525958,1,41.84730943788926,21.878709518287735,0,Low Risk - High Profit,0
10071,487,49511,42628,20,1,6,0.5806083855764703,4,33.68194993552942,32.58424713761639,0,Low Risk - High Profit,0
10072,679,100960,41581,21,0,9,0.8352105352163951,8,45.17814223684856,32.51979357779644,0,Low Risk - High Profit,0
10073,792,199893,47628,29,0,7,0.5290934685457834,5,68.59460121731962,65.51496628044578,1,Medium Risk - Medium Profit,5
10074,340,85776,89628,27,1,9,0.8055447718261881,6,5.889104563476238,19.29298499953274,0,Low Risk - High Profit,0
10075,456,64462,26105,25,1,9,0.9371518431829102,4,16.90402195987121,27.8357616045013,0,Low Risk - High Profit,0
10076,314,52574,80830,6,0,2,0.7590648395260786,5,17.75987968006666,18.551026240942143,0,Low Risk - High Profit,0
10077,364,122072,70157,26,0,6,0.7984848575964919,8,14.853832259834865,27.47558892598238,0,Low Risk - High Profit,0
10078,820,192982,33442,12,0,6,0.16045788813927053,9,81.2614304725087,99.68358247839024,1,Medium Risk - Medium Profit,5
10079,643,176258,88235,25,0,3,0.2844618960090526,3,63.957820903348356,55.75287845279155,2,High Risk - Low Profit,20
10080,428,173885,3347,9,0,9,0.9768733664532343,4,12.815473847405901,100.0,3,Very High Risk - Negative Profit,50
10081,771,98282,96022,7,0,8,0.7238683034086549,1,60.22851628476808,24.04194755894177,2,High Risk - Low Profit,20
10082,362,129779,48650,12,0,0,0.6053041155799042,5,30.48215298251957,46.41084766396471,0,Low Risk - High Profit,0
10083,438,38557,18110,26,0,0,0.4302787360568051,4,42.923837043569776,49.77651046386322,0,Low Risk - High Profit,0
10084,798,179132,63170,25,0,4,0.13995010108622613,6,83.08335091945196,71.35962649547498,1,Medium Risk - Medium Profit,5
10085,691,92104,5923,5,0,2,0.4322223171677215,6,68.6496713037044,100.0,1,Medium Risk - Medium Profit,5
10086,718,157152,52801,16,0,9,0.5490215859606183,6,55.49015651608175,52.31199337104732,2,High Risk - Low Profit,20
10087,588,164926,63771,5,0,8,0.29031355844819806,3,47.37019941927133,61.34654785419702,2,High Risk - Low Profit,20
10088,678,142013,82147,12,1,4,0.25582311214644926,7,66.64824363942395,54.49651162337372,2,High Risk - Low Profit,20
10089,789,178097,49135,24,0,6,0.5575748962217651,3,69.6720314873294,58.367719013069674,2,High Risk - Low Profit,20
10090,530,61081,20199,26,0,0,0.6273138120647895,6,49.806664935174794,48.873925219326,2,High Risk - Low Profit,20
10091,340,155440,10066,20,0,1,0.3159261269690724,1,31.681477460618552,100.0,3,Very High Risk - Negative Profit,50
10092,327,139181,53136,9,0,3,0.6286505270105918,8,19.89757769508228,44.76082655522169,0,Low Risk - High Profit,0
10093,434,47094,93290,23,0,8,0.9103059674868654,7,16.85270417967446,9.532831114347907,0,Low Risk - High Profit,0
10094,500,197112,37575,7,0,4,0.5258559322192184,9,40.30641076738034,76.16548682217281,3,Very High Risk - Negative Profit,50
10095,332,86766,90796,29,0,4,0.8716511526284633,3,13.625800476842496,15.973590216499652,0,Low Risk - High Profit,0
10096,347,103053,47733,19,0,8,0.9345443000799866,8,6.132643410164977,24.862251402888987,0,Low Risk - High Profit,0
10097,802,175063,17991,20,0,7,0.18315462604337712,2,76.68984865560304,100.0,1,Medium Risk - Medium Profit,5
10098,706,21301,23553,23,0,1,0.1862304216911173,9,77.33421509558943,49.732337447265984,2,High Risk - Low Profit,20
10099,398,179682,90710,11,1,6,0.5284397645988413,1,24.254734119787884,43.38641216692707,0,Low Risk - High Profit,0
10100,846,101463,88493,27,0,0,0.6292921998859323,7,86.94356776698724,30.001042656195512,2,High Risk - Low Profit,20
10101,761,185750,1634,21,0,9,0.4832951180185263,1,61.86350940433536,100.0,1,Medium Risk - Medium Profit,5
10102,304,44466,96417,12,0,8,0.3938056933757528,6,11.888592014837887,34.921557641178445,0,Low Risk - High Profit,0
10103,517,191947,13771,3,0,2,0.6768947045135403,1,43.285635321493906,100.0,3,Very High Risk - Negative Profit,50
10104,802,46081,19298,17,1,1,0.10187336111492824,4,90.31547395417202,68.78497221785707,1,Medium Risk - Medium Profit,10
10105,697,44354,80876,7,0,3,0.9712659527773682,7,56.57468094445264,6.92090039268607,2,High Risk - Low Profit,20
10106,692,113297,99892,22,1,3,0.30887117936921993,2,69.23434111849795,45.89839033678867,2,High Risk - Low Profit,20
10107,506,38300,36999,10,0,2,0.9253888917247064,3,37.021633930211756,14.082186538930227,0,Low Risk - High Profit,0
10108,314,84384,72887,23,1,1,0.1981132700810554,4,30.978911068967125,51.67170969006964,0,Low Risk - High Profit,0
10109,760,115027,60648,15,0,4,0.3142784638401153,6,75.12619542908006,53.252407107427025,2,High Risk - Low Profit,20
10110,540,141684,63668,2,0,3,0.31138633097875035,9,51.30168514513087,56.68424882142122,2,High Risk - Low Profit,30
10111,395,80892,70374,13,0,4,0.9965376137805816,4,18.539835959682485,11.667705379689481,0,Low Risk - High Profit,0
10112,784,55525,68509,28,0,7,0.10414049115329599,6,76.15248429458114,52.89774999750314,2,High Risk - Low Profit,20
10113,706,177604,76783,4,0,1,0.6756743883731462,7,67.54533576194885,39.34692147841626,2,High Risk - Low Profit,30
10114,530,26464,45440,18,0,8,0.8827179229547676,4,28.698582717375235,11.688047514233451,0,Low Risk - High Profit,0
10115,470,36562,32655,24,0,9,0.705046288622263,6,23.193191874613564,25.94413327980401,0,Low Risk - High Profit,0
10116,840,127392,44039,23,1,0,0.4264604363952498,3,90.29432068385971,57.60406553462794,2,High Risk - Low Profit,20
10117,335,75514,56255,1,0,7,0.9624784264326414,5,6.162196177229529,15.299596587887086,0,Low Risk - High Profit,0
10118,824,133428,73219,2,0,4,0.9041686791301369,4,70.85780288798549,23.01470484626293,2,High Risk - Low Profit,30
10119,459,132564,55989,2,1,1,0.490559428224566,7,42.18881143550868,49.148822244668395,0,Low Risk - High Profit,0
10120,542,128047,12244,4,1,7,0.6159956433500471,6,37.444793015352005,100.0,3,Very High Risk - Negative Profit,50
10121,385,52634,95594,3,0,4,0.9707672690247167,7,17.878772266564493,6.967630648812287,0,Low Risk - High Profit,0
10122,327,20060,59595,17,0,9,0.9843043257338231,6,0.784501720617655,4.150837912486629,0,Low Risk - High Profit,0
10123,639,29269,40551,28,0,9,0.504840948146157,2,47.07965162531215,31.975777060646084,0,Low Risk - High Profit,0
10124,630,43065,64230,14,0,2,0.8626150253287798,7,52.86534655224794,13.574059569618928,2,High Risk - Low Profit,20
10125,805,22895,29371,2,0,6,0.3717822042585427,8,75.27023826777032,39.205993801236495,2,High Risk - Low Profit,30
10126,647,100859,70358,16,0,3,0.4346315856375982,7,61.425015346071575,42.603535417230354,2,High Risk - Low Profit,20
10127,772,163424,29878,11,0,9,0.24833969469120365,4,67.85673551794062,92.28011681172805,1,Medium Risk - Medium Profit,5
10128,530,124127,37157,25,0,5,0.2882661334990573,4,46.58761850648944,68.99278100704515,3,Very High Risk - Negative Profit,50
10129,489,116426,6914,13,1,9,0.691185972033423,5,25.70569232403742,100.0,3,Very High Risk - Negative Profit,50
10130,524,183088,84700,1,0,7,0.5597034562063729,9,36.452989699401954,43.63088386028349,0,Low Risk - High Profit,0
10131,684,31962,28180,25,0,0,0.3080186745630426,5,74.31021474403326,45.941152858079235,2,High Risk - Low Profit,20
10132,676,53302,4688,23,0,1,0.46261865472548735,2,68.27703867019613,100.0,1,Medium Risk - Medium Profit,5
10133,582,105382,81219,2,0,7,0.4358651138773135,5,45.75328595774785,41.18178709168943,0,Low Risk - High Profit,0
10134,558,24011,79616,2,0,6,0.9886241840818009,3,33.8745751418934,3.58464188111896,0,Low Risk - High Profit,0
10135,658,149716,97489,21,0,9,0.8682092534902414,8,42.047579636077536,21.946757114387193,0,Low Risk - High Profit,0
10136,755,39782,10916,29,1,8,0.4491697000454419,2,63.84013541085586,63.9852672879441,2,High Risk - Low Profit,20
10137,710,140654,57363,5,0,1,0.9225249210064298,4,63.07891334457729,28.39374070072012,2,High Risk - Low Profit,20
10138,617,190797,96213,4,0,7,0.408371852465354,5,50.420798244810555,49.412095537375876,2,High Risk - Low Profit,30
10139,524,29196,28360,12,0,5,0.7011113614613734,4,37.624831594301945,25.23921330915982,0,Low Risk - High Profit,0
10140,533,63459,38805,26,0,0,0.9699849970139013,5,43.306182412663155,17.854055135775752,0,Low Risk - High Profit,0
10141,673,107245,14453,26,0,3,0.451250977589697,4,64.15145103644134,100.0,1,Medium Risk - Medium Profit,5
10142,771,98863,23703,29,0,1,0.7118964685944404,3,74.46795298105236,56.11424293318562,2,High Risk - Low Profit,20
10143,532,143206,60021,28,0,6,0.3663314299563699,1,43.26160669499025,55.54274440828104,0,Low Risk - High Profit,0
10144,412,121010,75176,3,0,8,0.3396810840381772,4,25.676966554530573,49.112838423397086,0,Low Risk - High Profit,0
10145,796,52769,95799,20,0,5,0.6167409997883967,9,71.31223882776149,24.671253855087937,2,High Risk - Low Profit,20
10146,741,127529,99385,10,0,3,0.9813381382298964,1,61.54970782363736,13.764908754853224,2,High Risk - Low Profit,20
10147,567,44700,82614,20,0,4,0.5078204638481529,7,48.54947307597813,30.019682014942198,2,High Risk - Low Profit,20
10148,809,25269,89919,18,0,0,0.9438732732849225,3,76.29900512253684,5.616532178679172,2,High Risk - Low Profit,20
10149,685,141631,82072,21,0,3,0.9229271682202854,8,56.12969192971194,21.110562341495722,2,High Risk - Low Profit,20
10150,686,63880,8410,21,0,9,0.3283863511104953,6,56.138155330731266,100.0,1,Medium Risk - Medium Profit,5
10151,412,134003,82462,21,1,2,0.46163746637589465,1,35.23783890777622,43.16839953415572,0,Low Risk - High Profit,0
10152,380,159392,49268,27,0,8,0.6789722306447648,5,15.126437740045887,48.403422242219825,0,Low Risk - High Profit,0
10153,412,69589,35248,27,0,5,0.5662412959702525,8,27.145762315889066,41.43061563725678,0,Low Risk - High Profit,0
10154,301,55897,32159,10,0,3,0.1863626768768569,3,25.684511168345217,58.06331458427992,0,Low Risk - High Profit,0
10155,519,182002,43039,1,0,2,0.9943282271144425,4,37.172258987122916,42.57128120219047,0,Low Risk - High Profit,0
10156,524,34380,48800,6,0,3,0.777388601090152,7,40.09928680172637,18.17565191270552,0,Low Risk - High Profit,0
10157,684,90934,41761,11,0,7,0.49392463440224055,6,56.5920955472493,47.07862999296955,2,High Risk - Low Profit,20
10158,702,75830,95626,2,0,4,0.6563516946996621,7,61.46120140012441,25.112266978985897,2,High Risk - Low Profit,30
10159,429,25529,87103,7,0,0,0.1788155355396071,9,46.89427752450198,43.99012112550292,2,High Risk - Low Profit,20
10160,352,114598,44663,20,0,4,0.545771488320649,9,22.496334939469374,48.369800525194066,0,Low Risk - High Profit,0
10161,715,102987,81903,21,0,7,0.937749174235739,2,51.36266357410875,15.68680596716254,2,High Risk - Low Profit,20
10162,546,69178,41412,21,0,3,0.9069408622494805,3,40.09647687265745,21.357776746504054,0,Low Risk - High Profit,0
10163,738,158009,36367,21,0,1,0.4036427609348311,4,76.7506741930681,73.2663179710768,1,Medium Risk - Medium Profit,5
10164,502,141952,6813,18,1,2,0.578231077439205,6,43.494201980627665,100.0,3,Very High Risk - Negative Profit,50
10165,483,59886,60894,21,1,8,0.7276451716788821,5,26.270625978187063,23.45220786595244,0,Low Risk - High Profit,0
10166,422,69699,52444,19,0,6,0.40600834021711485,6,29.526892019187116,42.98975917707806,0,Low Risk - High Profit,0
10167,700,96396,35269,4,0,2,0.15839129628454465,8,75.18511525077969,69.41208621075222,1,Medium Risk - Medium Profit,5
10168,593,110678,62748,13,0,4,0.5548974910460243,2,50.66675606143246,39.89361591751456,2,High Risk - Low Profit,20
10169,579,45279,42190,18,1,2,0.6414721622410028,6,51.28820381400347,28.658555907859792,2,High Risk - Low Profit,20
10170,497,189178,41318,20,0,9,0.10525744010935922,9,38.36543943310693,90.52298403790297,3,Very High Risk - Negative Profit,50
10171,810,130776,38018,29,1,3,0.18601783618467757,5,85.57376092336526,75.09755103363003,1,Medium Risk - Medium Profit,10
10172,443,121444,40759,25,0,7,0.2865615792347371,1,32.38641547412878,65.46754899773222,3,Very High Risk - Negative Profit,50
10173,500,126300,17498,24,0,2,0.4132470582918407,8,46.55858824592789,100.0,3,Very High Risk - Negative Profit,50
10174,423,133793,26989,13,1,2,0.5869461005475224,4,34.025783871402496,70.22585440794938,3,Very High Risk - Negative Profit,50
10175,486,136278,26568,27,0,7,0.3644586268836988,8,35.88729805056132,83.07110659619447,3,Very High Risk - Negative Profit,50
10176,625,191616,67577,28,0,9,0.3485654329658534,4,48.55810310538882,60.926937964445386,2,High Risk - Low Profit,20
10177,763,123247,31099,19,0,9,0.8824144094317736,8,54.116417693717466,45.50981427229376,2,High Risk - Low Profit,20
10178,648,28997,90900,17,0,6,0.23054557672128365,9,59.62438258322138,41.66271016283571,2,High Risk - Low Profit,20
10179,702,126102,41639,1,0,6,0.5459141198551243,5,59.669952897015165,52.98888297431792,2,High Risk - Low Profit,30
10180,645,105711,24482,6,0,9,0.9575422452425224,5,38.73150803632602,45.30195807526462,0,Low Risk - High Profit,0
10181,810,136045,70212,19,0,1,0.6625119242044413,2,80.04387916296999,36.25072122839242,2,High Risk - Low Profit,20
10182,446,60860,56261,20,0,6,0.7454849319049947,9,25.560889597194222,23.543193549788572,0,Low Risk - High Profit,0
10183,447,23225,88317,1,0,9,0.4881132922515464,4,24.825969449086717,28.22406692268769,0,Low Risk - High Profit,0
10184,788,130114,31048,8,1,9,0.11793895040774761,3,72.34710334478622,86.01042171434594,1,Medium Risk - Medium Profit,10
10185,637,133218,4065,17,0,2,0.6815173315304849,2,57.31082983997854,100.0,1,Medium Risk - Medium Profit,5
10186,772,120764,3036,21,0,6,0.6687318532853117,3,65.44889234605846,100.0,1,Medium Risk - Medium Profit,5
10187,450,127041,36814,22,0,3,0.1993848728169998,4,42.953479014248245,74.53963884950694,3,Very High Risk - Negative Profit,50
10188,714,132224,60694,15,0,7,0.5159437422621683,9,59.681125154756636,45.98816234482812,2,High Risk - Low Profit,20
10189,597,83656,17924,18,1,7,0.9237960501990854,6,37.75937311366535,50.482815209304825,0,Low Risk - High Profit,0
10190,562,96290,61204,7,0,5,0.28457634877477767,5,50.426120083327966,51.50381441538829,2,High Risk - Low Profit,20
10191,443,76633,33844,16,0,2,0.5149888791706994,9,37.81786947540954,46.89356514204415,0,Low Risk - High Profit,0
10192,645,46655,82943,7,0,5,0.5149928666804684,8,55.5824956075671,29.875303918909317,2,High Risk - Low Profit,20
10193,301,141118,22518,17,0,5,0.8296853213328745,6,8.818058279224864,71.1847098637231,3,Very High Risk - Negative Profit,50
10194,603,194673,18059,4,1,2,0.8421182832965001,3,50.09881080465824,100.0,1,Medium Risk - Medium Profit,10
10195,553,23114,24052,12,1,3,0.7833424776970527,7,43.39197397547071,20.442887756590906,0,Low Risk - High Profit,0
10196,752,46502,70803,13,0,1,0.4289087432694464,6,77.89241336990519,35.122363635928835,2,High Risk - Low Profit,20
10197,336,69768,72524,4,1,0,0.1648332325166681,8,36.232747114372515,51.3783262402523,0,Low Risk - High Profit,0
10198,459,68128,94510,21,0,1,0.4145346795016127,6,43.709306409967745,36.481815384775466,0,Low Risk - High Profit,0
10199,308,171100,90572,1,0,6,0.7118120811442057,4,9.999052494762944,33.30044394879599,0,Low Risk - High Profit,0
10200,532,103123,9680,1,0,9,0.7324719170401688,7,29.93879695331427,100.0,3,Very High Risk - Negative Profit,50
10201,398,128255,68021,7,0,4,0.9685001885290472,7,19.453525641183766,20.430197053899295,0,Low Risk - High Profit,0
10202,507,186405,81249,9,0,8,0.5082771082993377,8,33.481516657542656,47.52858079963268,0,Low Risk - High Profit,0
10203,430,23174,21043,1,1,2,0.6691920246462613,2,33.20439480119242,27.55308707258643,0,Low Risk - High Profit,0
10204,703,137769,3419,16,0,1,0.5852717836502785,6,69.0004466799356,100.0,1,Medium Risk - Medium Profit,5
10205,451,55398,57892,18,0,3,0.23555670410191365,3,42.3476894473735,47.79136261152837,0,Low Risk - High Profit,0
10206,353,187001,18140,22,0,1,0.5150822249189224,8,29.227767266327437,100.0,3,Very High Risk - Negative Profit,50
10207,419,155393,44484,15,0,6,0.5903516392200948,4,25.48708486265692,55.414753260647984,0,Low Risk - High Profit,0
10208,719,143549,64869,6,0,9,0.9556746454380327,4,47.47474238535698,24.345327833849957,0,Low Risk - High Profit,0
10209,721,92635,46210,2,0,5,0.4298851489680605,2,66.2258264324035,48.5522692774139,2,High Risk - Low Profit,30
10210,403,43760,58600,9,0,7,0.98208919279718,6,13.769980849938754,8.363117151949874,0,Low Risk - High Profit,0
10211,553,162432,79497,4,0,4,0.588070066621676,6,45.297422196978246,41.02896581869544,0,Low Risk - High Profit,0
10212,526,161385,7487,13,0,1,0.31822231897275177,1,53.51790656172143,100.0,1,Medium Risk - Medium Profit,5
10213,411,150674,61692,23,1,3,0.272497948314227,8,36.902982210186046,60.79869073186046,0,Low Risk - High Profit,0
10214,809,156873,63112,22,0,0,0.2275254255342086,3,90.62596207755112,63.48001595868062,1,Medium Risk - Medium Profit,5
10215,772,34130,32110,11,0,1,0.5076395835161077,1,78.67073774144254,35.24710833587322,2,High Risk - Low Profit,20
10216,398,165343,17360,13,0,3,0.11973378681003091,1,38.42885367556409,100.0,3,Very High Risk - Negative Profit,50
10217,452,167147,50410,11,0,5,0.5005407549833788,1,33.165655488567715,58.13047068169795,0,Low Risk - High Profit,0
10218,637,127215,91418,19,1,3,0.9895642229403516,5,49.1498920117812,14.4375384865338,2,High Risk - Low Profit,20
10219,462,170056,84038,8,0,3,0.70309611615004,5,34.291018853469794,35.08080189377599,0,Low Risk - High Profit,0
10220,460,108095,74167,7,0,9,0.7838075090803642,1,20.441496877216245,25.384165783998696,0,Low Risk - High Profit,0
10221,697,80942,4017,25,1,9,0.2071048516464363,5,59.857902967071276,100.0,1,Medium Risk - Medium Profit,10
10222,576,163933,87261,16,0,1,0.5257907753410818,7,55.2488903755313,42.49697525410083,2,High Risk - Low Profit,20
10223,803,118970,61124,3,0,8,0.35760079092314256,5,71.31857241683126,51.583673561623776,2,High Risk - Low Profit,30
10224,691,102203,91298,17,0,9,0.9046877751901263,9,45.2003621432563,15.960051425382728,0,Low Risk - High Profit,0
10225,434,172049,51949,18,0,7,0.2631632248125213,4,31.795559033161343,69.96066684076146,3,Very High Risk - Negative Profit,50
10226,494,108177,59268,28,0,7,0.5128599944230678,9,33.86044717036217,42.6091768328049,0,Low Risk - High Profit,0
10227,700,92902,67320,27,0,4,0.6292429465110739,8,61.7680822462491,32.33791209215278,2,High Risk - Low Profit,20
10228,332,112172,94556,15,1,2,0.5626369824206794,1,23.806083880998173,33.731173849480854,0,Low Risk - High Profit,0
10229,759,166702,82301,28,0,5,0.8472191751733666,4,62.34973414359149,27.894202174977675,2,High Risk - Low Profit,20
10230,769,40056,32127,17,0,8,0.30830785418767637,7,68.30443115154058,47.05262484594348,2,High Risk - Low Profit,20
10231,674,158454,4196,11,0,7,0.43965199938132216,1,56.50107765943238,100.0,1,Medium Risk - Medium Profit,5
10232,321,75739,76088,5,0,6,0.8128758669165572,8,9.507188544021798,19.310338711789633,0,Low Risk - High Profit,0
